Brand,Name,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
HP,HP Envy 13 x360 Convert 13-ay1064AU,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,4.2,LCD,13.3,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,30664200
Lenovo,Lenovo Thinkpad P14s,AMD Octa-Core Ryzen 7 Pro,AMD,48,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,DOS,0,22949700
MSI,MSI Stealth GS66 12UGS-290IN,Intel Core i7 (12th Gen),Intel,64,32, DDR5 RAM ,3.4,LCD,15.6,GeForce RTX 3070 Ti,NVIDIA,1024,0,240.0,Windows 11,8,86997000
ASUS,ASUS ZenBook S13 OLED UX5304VA-NQ742WS,Intel Core i7 (13th Gen),Intel,16,16, LPDDR5 RAM ,4.8,LED,13.3,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,38997000
HP,HP Spectre Intel Evo 14-ef0075TU  x360 14-ef0075TU,Intel Core i7 (12th Gen),Intel,16,16, LPDDR4X RAM ,4.7,LED,13.5,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,50925600
ASUS,ASUS Dash F15 TUF516PE-AB73,Intel Core i7 (11th Gen),Intel,0,32, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,1024,0,65.0,Windows 10,4,50232300
Lenovo,Lenovo Ideapad Slim 3i Gen 7,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11217000
Lenovo,Lenovo Thinkpad E15 Gen 2,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,25300500
Lenovo,Lenovo Ideapad Gaming 3,Intel Core i5 (10th Gen) Processor,Intel,16,8, DDR4 RAM ,2.5,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 10,4,18899700
HP,HP Victus 16-e1061AX,AMD Octa-Core Ryzen 7,AMD,32,8, DDR5 RAM ,4.7,LCD,16.1,GeForce RTX 3050 Ti,NVIDIA,512,0,65.0,Windows 11,4,31770000
HP,HP Omen 16-n0051AX,AMD Octa-Core Ryzen 9,AMD,32,32, DDR5 RAM ,4.8,LCD,16.1,Radeon RX 6650M,AMD,1024,0,65.0,Windows 11,8,53999700
Lenovo,Lenovo Ideapad Gaming 3 15IHU6,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LCD,15.6,GeForce GTX 1650,NVIDIA,256,1024,65.0,Windows 11,4,17547000
Dell,Dell Alienware X14 R1,Intel Core i5 (12th Gen) Processor,Intel,0,16, LPDDR5 RAM,2.5,LCD,14.0,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,44997000
HP,HP 250 G8,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 11,0,15447000
Lenovo,Lenovo Legion 5i,Intel Core i7 (11th Gen),Intel,32,16, DDR4 RAM ,2.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,35997000
MSI,MSI Sword 15 A11UC-892IN,Intel Core i5 (11th Gen),Intel,64,8, DDR4 RAM ,2.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,150.0,Windows 10,4,23097000
ASUS,ASUS ZenBook Pro Duo 15 OLED UX582ZM-H701WS,Intel Core i7 (12th Gen),Intel,0,32, LPDDR5 RAM,2.3,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 11,6,71992500
HP,HP Victus 15-fb0052AX,AMD Octa-Core Ryzen 7,AMD,16,8, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,26550000
MSI,MSI GE66 Raider 11UE-608IN,Intel Core i7 (11th Gen),Intel,64,16, DDR4 RAM ,2.3,LED,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 10,6,51297000
Dell,Dell Alienware x15 R2,Intel Core i7 (12th Gen),Intel,0,16, LPDDR5 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,87.0,Windows 11,0,53844900
ASUS,ASUS ROG Strix G17 G713RW-KH110WS,AMD Octa-Core Ryzen 9,AMD,32,16, DDR5 RAM ,4.8,LCD,17.3,GeForce RTX 3070 Ti,NVIDIA,1024,0,280.0,Windows 11,8,62397000
Dell,Dell Inspiron 15 3511,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,15899700
ASUS,ASUS ROG Strix G15 G512LI-HN177T,Intel Core i5 (10th Gen),Intel,32,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,512,0,150.0,Windows 10,4,25943700
Lenovo,Lenovo Thinkpad P15v,Intel Core i7 (11th Gen),Intel,64,16, DDR4 RAM ,2.3,LCD,15.6,Quadro T600,Nvidia,1024,0,68.0,Windows 10,4,44997000
Lenovo,Lenovo Thinkpad P15v,Intel Core i7 (11th Gen),Intel,64,32, DDR4 RAM ,2.3,LCD,15.6,Quadro T1200,Nvidia,1024,0,135.0,Windows 10,4,50997000
ASUS,ASUS VivoBook 15 X515JA-EJ302TS,Intel Core i3 (10th Gen),Intel,12,4, DDR4 RAM ,3.4,LED,15.6,Integrated Graphics,Intel,64,1024,37.0,Windows 10,0,10080000
MSI,MSI GF63 Thin 11SC-1046IN,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.7,LCD,15.6,GeForce GTX 1650 MAX Q,NVIDIA,512,0,120.0,Windows 11,4,15297000
ASUS,ASUS VivoBook Pro 15 M6500QF-HN521WS,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,14997000
ASUS,ASUS Vivobook Go 15 OLED E1504FA-LK521WS,AMD Quad-Core Ryzen 5,AMD,0,8, LPDDR5 RAM,2.8,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,13497000
MSI,MSI GF63 Thin 11SC-1494IN,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,12897000
MSI,MSI GF63 Thin 11SC-1493IN,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,15210000
Infinix,Infinix INBook X3 Slim XL422,Intel Core i5 (12th Gen),Intel,0,16, LPDDR4X RAM,1.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
ASUS,ASUS VivoBook 15 X515JA-EJ312WS,Intel Core i3 (10th Gen),Intel,0,8, DDR4 RAM,1.2,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,9779700
Wings,Wings Nuvobook S1,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,2.0,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,7497000
MSI,MSI Modern 15 B12MO-818IN,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,0.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11997000
HP,HP Victus 15-fb0136AX,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,18449700
Wings,Wings Nuvobook S2,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,2.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,7797000
HP,HP Victus 15-fa1227TX,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17626500
MSI,MSI Modern 14 C12M-440IN,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11340000
Infinix,Infinix INBook X2 Plus XL25,Intel Core i3 (11th Gen),Intel,0,8, LPDDR4X RAM,4.8,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,8697000
ASUS,ASUS VivoBook 15 X515JA-BQ521WS,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,1.0,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,12750000
Dell,Dell Vostro 3520,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12597000
ASUS,ASUS VivoBook 14 M415DA-EB712WS,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10797000
ASUS,ASUS VivoBook Ultra 14 K413EA-EB302WS,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13469700
HP,HP Victus 15-fb0131AX,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,16797000
Lenovo,Lenovo Ideapad Slim 3i,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10947000
MSI,MSI GF63 Thin 11UC-1490IN,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,256,1024,65.0,Windows 11,4,17250000
Dell,Dell G15 5530,Intel Core i5 (13th Gen),Intel,0,16, DDR5 RAM,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,240.0,Windows 11,6,23547000
MSI,MSI GF63 Thin 11SC-1298IN,Intel Core i7 (11th Gen),Intel,0,16, DDR4 RAM,3.0,LCD,15.6,GeForce GTX 1650,NVIDIA,256,1024,65.0,Windows 11,4,18897000
ASUS,ASUS Vivobook Go 15 E510MA-EJ021WS,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,1.1,LCD,15.6,Integrated Graphics,Intel,512,0,33.0,Windows 11,0,9297000
Lenovo,Lenovo LOQ 15IRH8,Intel Core i5 (12th Gen),Intel,0,16, DDR5 RAM,2.0,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,170.0,Windows 11,6,20667000
Lenovo,Lenovo V15 G4,AMD Dual-Core Athlon,AMD,8,8, DDR5 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,7557000
ASUS,ASUS TUF Gaming F15 FX507ZC4-HN116W,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,22797000
MSI,MSI Modern 14 C12M-444IN,Intel Core i3 (12th Gen),Intel,0,16, DDR4 RAM,0.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
HP,HP 15S-EQ2084AU,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14697000
HP,HP Victus 15-fb0137AX,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,18897000
MSI,MSI Modern 15 B12MO-612IN,Intel Core i3 (12th Gen),Intel,0,16, DDR4 RAM,0.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10747500
Dell,Dell Inspiron 15 3511,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,1.7,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,11097000
Lenovo,Lenovo IdeaPad Slim 3 15IAH8,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,2.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15897000
ASUS,ASUS ROG Zephyrus G14 GA401QM-K2331TS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR4 RAM,3.1,LCD,14.0,GeForce RTX 3060,NVIDIA,1024,0,76.0,Windows 10,6,41817000
Lenovo,Lenovo Thinkpad E14 Gen 5,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14370000
MSI,MSI Katana 15 B13UDXK-1482IN,Intel Core i5 (13th Gen),Intel,0,32, DDR5 RAM,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,65.0,Windows 11,6,24897000
ASUS,ASUS VivoBook S15 OLED S5504VA-MA951WS,Intel Core i9 (13th Gen),Intel,16,16, LPDDR5 RAM ,2.6,LED,15.6,Integrated Graphics,Intel,1024,0,90.0,Windows 11,0,32997000
ASUS,ASUS VivoBook 16 M1605YA-MB521WS,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,16.0,Integrated Graphics,AMD,512,0,45.0,Windows 11,0,13770000
ASUS,ASUS VivoBook 14 X1402ZA-MW511WS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17997000
Lenovo,Lenovo Ideapad Slim 3 15AMN8,AMD Quad-Core Ryzen 5,AMD,8,8, LPDDR5 RAM ,2.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11577000
Lenovo,Lenovo Ideapad Slim 3 15IRH8,Intel Core i5 (13th Gen),Intel,16,16, LPDDR5 RAM ,2.1,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17205000
Lenovo,Lenovo Ideapad Slim 5i 14IAH8,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,2.0,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,19197000
HP,HP Pavilion x360 14-ek1009TU,Intel Core i5 (13th Gen),Intel,0,16, DDR4 RAM,3.4,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,21897000
MSI,MSI Katana GF66 12UD-472IN,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,512,0,180.0,Windows 11,4,23727000
Infinix,Infinix Zero Book Ultra,Intel Core i9 (12th Gen),Intel,0,16, LPDDR5 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,512,0,100.0,Windows 11,0,22797000
Lenovo,Lenovo V15 IIL,Intel Core i3 (10th Gen),Intel,0,4, DDR4 RAM,1.2,LED,15.0,Integrated Graphics,Intel,64,1024,65.0,DOS,0,10770000
MSI,MSI Modern 14 H D13MG-072IN,Intel Core i7 (13th Gen),Intel,0,16, DDR4 RAM,4.8,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,20697000
ASUS,ASUS VivoBook 15 X1504ZA-NJ321WS,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,1.2,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,12297000
HP,HP 250 G9,Intel Celeron Dual-Core,Intel,8,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,Intel,256,0,41.0,DOS,0,6899700
Dell,Dell Vostro 3530,Intel Core i3 (13th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12597000
HP,HP 15s-fy5005TU,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,0.8,LCD,15.6,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,12599700
Lenovo,Lenovo ThinkBook 16 Gen 6,AMD Hexa-Core Ryzen 5,AMD,64,16, DDR4 RAM ,2.0,LCD,16.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12897000
ASUS,ASUS ROG Strix G16 G614JJ-N3088WS,Intel Core i5 (13th Gen),Intel,0,16, DDR5 RAM,4.7,LCD,16.0,GeForce RTX 3050,NVIDIA,1024,0,65.0,Windows 11,6,29547000
MSI,MSI GF63 Thin 11UCX-1491IN,Intel Core i7 (11th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 2050,NVIDIA,512,1024,65.0,Windows 11,4,18897000
Lenovo,Lenovo ThinkBook 16 Gen 6,Intel Core i3 (13th Gen),Intel,64,8, DDR5 RAM ,1.2,LCD,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12297000
HP,HP Omen 16-XD0007ax,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,4.8,LCD,16.1,GeForce RTX 4050,NVIDIA,1024,0,65.0,Windows 11,6,31197000
ASUS,ASUS TUF Gaming F17 FX706HF-HX019W,Intel Core i5 (11th Gen),Intel,32,16, DDR4 RAM ,2.7,LCD,17.3,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,16289700
HP,HP 15s-fq5190tu,Intel Core i7 (12th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19797000
Lenovo,Lenovo S14 Gen 3,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,14337000
Lenovo,Lenovo V15 G3,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,DOS,0,9567000
MSI,MSI Cyborg 15 A12UCX-264IN,Intel Core i5 (12th Gen),Intel,64,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,17397000
Lenovo,Lenovo S14 Gen 3,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14097000
HP,HP Envy x360 15-ew0021TX,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,3.3,LED,15.6,GeForce RTX 2050,NVIDIA,512,0,90.0,Windows 11,4,27297000
MSI,MSI GF63 Thin 11UCX-1492IN,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,256,1024,65.0,Windows 11,4,16797000
Lenovo,Lenovo ThinkBook 15 G5,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,2.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12897000
MSI,MSI Katana 17 B12VFK-668IN,Intel Core i7 (12th Gen),Intel,0,8, DDR5 RAM,3.1,LCD,17.3,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,34497000
Lenovo,Lenovo IdeaPad Flex 5 14IRU8,Intel Core i5 (13th Gen),Intel,16,16, DDR4 RAM ,1.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,23097000
Dell,Dell Inspiron 15 3530,Intel Core i5 (13th Gen),Intel,16,8, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12294000
ASUS,ASUS ROG Zephyrus G15 GA503RM-HQ142WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 11,6,47397000
Lenovo,Lenovo Legion Slim 5 16APH8,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,4.8,LCD,16.0,GeForce RTX 4060,NVIDIA,512,0,65.0,Windows 11,8,38697000
ASUS,ASUS ROG Zephyrus Duo 16 GX650RM-LS019WS,AMD Octa-Core Ryzen 7,AMD,64,32, DDR5 RAM ,4.7,LCD,16.0,GeForce RTX 3060,NVIDIA,2048,0,65.0,Windows 11,6,74997000
Samsung,Samsung Galaxy Book 4 Pro NP940XGK-KG3IN,Intel Core Ultra 7,Intel,32,32, LPDDR5X RAM ,4.8,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,51597000
HP,HP Omen Transcend 16-u0005TX,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,16.0,GeForce RTX 4070,NVIDIA,1024,0,230.0,Windows 11,8,54299700
ASUS,ASUS ROG Flow X13 GV301RC-LJ132WS,AMD Octa-Core Ryzen 9,AMD,16,16, LPDDR5 RAM ,4.8,LCD,13.3,GeForce RTX 3050,NVIDIA,512,0,100.0,Windows 11,4,34071300
MSI,MSI Katana 17 B13UCXK-256IN,Intel Core i7 (13th Gen),Intel,64,16, DDR5 RAM ,4.8,LCD,17.3,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,26697000
ASUS,ASUS ROG Strix Scar 15 G533ZW-LN136WS,Intel Core i9 (12th Gen),Intel,64,32, DDR5 RAM ,4.8,LCD,15.6,GeForce RTX 3070 Ti,NVIDIA,1024,0,90.0,Windows 11,8,66897000
Lenovo,Lenovo LOQ 15IRX9,Intel Core i7 (14th Gen),Intel,32,16, DDR5 RAM ,3.4,LCD,15.6,GeForce RTX 4060,NVIDIA,1024,0,230.0,Windows 11,8,36897000
Acer,Acer Swift 5 SF514-52T-59JY,Intel Core i5 (8th Gen),Intel,0,8, DDR3 RAM,1.6,LED,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 10,0,15039300
HP,HP Victus 15-fb0147AX,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR4 RAM,4.2,LCD,15.6,Radeon RX 6500M,AMD,512,0,150.0,Windows 11,4,14697000
Lenovo,Lenovo Ideapad 3 15IAU7,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,11880000
Dell,Dell Inspiron 16 7620,Intel Core i7 (12th Gen),Intel,32,16, DDR4 RAM ,3.4,LCD,16.0,GeForce MX550,NVIDIA,512,0,65.0,Windows 11,2,36492300
HP,HP Pavilion x360 14-ek1020TU,Intel Core i7 (13th Gen),Intel,0,16, DDR4 RAM,4.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,25139700
ASUS,ASUS ROG Zephyrus G15 GA503RM-LN143WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 11,6,48897000
Lenovo,Lenovo LOQ 15IRX9,Intel Core i5 (13th Gen),Intel,0,16, DDR5 RAM,3.4,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,170.0,Windows 11,6,24597000
ASUS,ASUS ROG Strix Scar 18 G834JY-N6056WS,Intel Core i9 (13th Gen),Intel,64,32, DDR5 RAM ,2.2,LCD,18.0,GeForce RTX 4090,NVIDIA,2048,0,330.0,Windows 11,16,107997000
HP,HP Omen 16-wf1026TX,Intel Core i7 (14th Gen),Intel,32,16, DDR5 RAM ,5.5,LCD,16.1,GeForce RTX 4070,NVIDIA,1024,0,280.0,Windows 11,8,52197000
HP,HP Pavilion 14-ek1074TU,Intel Core i5 (13th Gen),Intel,0,16, DDR4 RAM,3.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20697000
ASUS,ASUS ROG Zephyrus M16 GU603ZX-K8024WS,Intel Core i9 (12th Gen),Intel,0,32, DDR4 RAM,4.8,LCD,16.0,GeForce RTX 3080 Ti,NVIDIA,2048,0,90.0,Windows 11,16,99597000
ASUS,ASUS VivoBook 15 X1502ZA-EJ544WS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,18264000
Lenovo,Lenovo Legion Pro 7i 16IRX8H,Intel Core i9 (13th Gen),Intel,32,32, DDR5 RAM ,4.0,LCD,16.0,GeForce RTX 4080,NVIDIA,1024,0,330.0,Windows 11,12,82497000
Lenovo,Lenovo ThinkBook 15,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,24897000
Dell,Dell Vostro 5620,Intel Core i7 (12th Gen),Intel,64,16, DDR4 RAM ,3.4,LCD,16.0,GeForce MX570,NVIDIA,512,0,65.0,Windows 11,2,23277000
HP,HP Envy x360 15-ew0041TU,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,200.0,Windows 11,0,25197000
ASUS,ASUS VivoBook 15 X1504ZA-NJ541WS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,15897000
MSI,MSI GE73 Raider RGB 8RF-024IN,Intel Core i7 (8th Gen),Intel,0,16, DDR4 RAM,2.2,LED,17.3,GeForce GTX 1070,NVIDIA,512,1024,65.0,Windows 10,8,53997000
ASUS,ASUS ROG Strix Scar 18 G834JZ-N5041WS,Intel Core i9 (13th Gen),Intel,64,32, DDR5 RAM ,2.2,LCD,18.0,GeForce RTX 4080,NVIDIA,1024,0,330.0,Windows 11,12,83997000
HP,HP Spectre x360 OLED Touch 13.5-ef2033TU,Intel Core i7 (13th Gen),Intel,0,16, LPDDR4X RAM,4.8,LED,13.5,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,43797000
ASUS,ASUS TUF Gaming A16 FA617XS-N3026WS,AMD Octa-Core Ryzen 9,AMD,32,16, DDR5 RAM ,4.8,LCD,16.0,Radeon RX 7600S,AMD,1024,0,240.0,Windows 11,8,38397000
HP,HP 250 G9,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14399700
ASUS,ASUS ROG Strix Scar 16 G634JZ-N4062WS,Intel Core i9 (13th Gen),Intel,64,32, DDR5 RAM ,2.2,LCD,16.0,GeForce RTX 4080,NVIDIA,1024,0,330.0,Windows 11,12,83997000
MSI,MSI Pulse 17 B13VGK-652IN,Intel Core i9 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,17.3,GeForce RTX 4070,NVIDIA,1024,0,65.0,Windows 11,8,59997000
MSI,MSI Stealth 15 A13VF-074IN,Intel Core i7 (13th Gen),Intel,64,16, DDR5 RAM ,3.4,LED,15.6,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,47997000
ASUS,ASUS Zenbook 14 OLED UX3402VA-KN742WS,Intel Core i7 (13th Gen),Intel,16,16, LPDDR5 RAM ,2.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,28497000
Dell,Dell Alienware x16 R1,Intel Core i9 (13th Gen),Intel,32,32, LPDDR5 RAM ,4.8,LCD,16.0,GeForce RTX 4080,NVIDIA,1024,0,330.0,Windows 11,12,116547000
ASUS,ASUS ROG Zephyrus G14 GA402XU-N2045WS,AMD Octa-Core Ryzen 9,AMD,32,16, DDR5 RAM ,4.8,LCD,14.0,GeForce RTX 4050,NVIDIA,1024,0,240.0,Windows 11,6,40650000
HP,HP Pavilion 14-ey0789AU,AMD Octa-Core Ryzen 7,AMD,16,16, LPDDR5X RAM ,4.8,LED,14.0,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,25497000
